User,text,time
shimizu,"2016/10/25 作業報告
・アプリオリの前段階として、データベース上の単語集合をトランザクションに変換するプログラムの作成
・アプリオリで相関ルールを抽出するプログラムの作成",1477393946.000126
terada,<@U0JAJA88N|terada> has joined the channel,1477380157.000125
tsukiji,"2016/10/24 作業報告
・KBS２０１６の発表スライドの初版をonedriveにアップロードしました。論文の文章を切り貼りしただけです
・卒研のすらいどの提案システムについて、スライド22の概要図に沿って内容を新たに改造しました。
改めた部分はスライド23から25です",1477307378.000123
otaki,"2016/10/24　作業報告書
・Pythonの実行結果をPHPで取得するプログラムの改良
→余分な部分が入るが取得はできた。しかし、publick_htmlに入れてWebで表示しようとすると問題あり。修正を明日する予定
・コスト判定するための基準
→一般家庭で使われる調理器具の定義の収集
→研究室の一部の人に協力してもらい定義の増強・・・？確認・・・？
→調理動作の基準を取得するために調理師免許や家庭料理技能検定について調査",1477302581.000122
matsumoto,"2016/10/24 作業報告
･指定周波数発生時にUnixtimeの表示を行うプログラムの完成
･発信･受信タイミングを用いた音到達時間の計測
到達時間計測を行った際に、端末での時間誤差があることを発見したので今後は誤差調整方法などを考えていきます。",1477300911.000121
shimizu,"2016/10/24 作業報告
・作業報告書の修正
・Rでアプリオリ・アルゴリズムを使用するプログラムの作成
　・データベース内から取り出したデータをアプリオリが適用可能なデータ型に変換するところまで作成",1477300611.000120
takahashim,"2016/10/24　作業報告
報告書に実験のことについて記入
休みの期間で、報告書の体裁を整えたりした。
実験のプログラムを早期に作りたい。ー＞帳票フォームにアクセスした時と、送信した時を取るプログラムを追加したい。",1477295578.000118
tsukiji,土日に背景当たりと最後のページに参考文献には作っときます,1477051170.000117
tsukiji,"2016/10/21 作業報告
月曜の打ち合わせ(?)スライド初版の提出のために、実験結果と実験データについてのスライドと
提案システムの図，研究背景のはじめについてのスライドは作成しました",1477051135.000116
t.kasai,"2016/10/21 作業報告
・先生と学会発表スライドの打ち合わせ
　- 追加の関連研究の確認
　- 論文の図を全てスライドに反映させる",1477050562.000114
matsumoto,"2016/10/21 作業報告
･一定音量を超えたときに端末時刻表示を行うプログラムの完成
･作業報告書の修正
今後は音量を発信する際に端末時刻の表示を行うアプリ開発とそれを用いた音波到達時間の計算を進めていきたいと思います。",1477046768.000113
otaki,"2016/10/21　作業報告
・作業報告書の指摘部分の修正
→実装に構成を追加
→図のキャプションの追加
→文章の追加
・Caffeのインストールマニュアル
→日本語化と足りない操作やコードの追加",1477041743.000112
shimizu,"2016/10/21 作業報告
・UI部分のプログラムの作成
・作業報告書の修正
　・指摘を受けたところのうちシステム構成の部分
　・残りはエクセルにまとめた",1477031617.000111
takano,関連研究を調べる作業を続けると、最初に聞いた時よりは、この意図がよくわかってくるのではないでしょうか。。,1476990378.000110
takano,似たようなことは結構やられていています。そういうのを調べ、きちんと認めたうえで、どこが自分の頑張ったことであるかを説明することが、研究の特徴を説明する（浮かび上がらせる）ことにつながります。,1476990154.000109
takano,全く誰も思いつかないようなアイディアというのは、あまりないと思います。卒研でもそれは求めていません。,1476989997.000108
takano,最初の時期に、新規性がないからやめたという報告にたいして、まだ新規性ということもどういうことだかわからない状態だから、安易に判断しないように、と伝えたのですが、そろそろこの意味もみなさんわかってきたでしょうか。,1476989899.000106
takano,<@U0JAEV08K> 関連研究の調査が上手くなってきましたね。,1476985627.000105
t.kasai,"2016/10/20 作業報告
・先生との打ち合わせ
・関連研究の調査（未発見）",1476957973.000104
tsukiji,"2016/10/20 作業報告
卒研スライドの調整
研究背景と，関連研究についてのスライドを一連の流れに沿って進むように順序や内容に少し手を加えました。
この研究の位置づけをはっきり示せるように、関連研究として参考になるものをさらに二つ追加しました。
いままで「ユーザ特性」のキーワードで調査していなかったので、かなり似た研究が出てきた気がします・・・・
・イベント開催支援のためのソーシャルメディアからのユーザ特性の抽出と可視化
これはイベントに招待する人物を推薦するうえでfacebookなどで発信した情報をもとに興味・知識の習熟度・イベントなどの経験度などを特性として抽出する研究です。習熟度を出す観点が自分の研究と同じ雰囲気を感じます。
・オンライン教育におけるユーザ特性を考慮したコミュニケーション生成の考案
この研究ではユーザの特性から興味関心が惹かれる情報、必要になるであろう情報をリンクとして推薦する手法でした。この論文ではユーザ特徴としてfacebookから特徴となる単語を抽出しており、ユーザが投稿した内容に対する他ユーザののコメントやリアクションも特徴語を抽出する上での要素として検証していました。
このユーザ特性の抽出する内容が自分の内容と同じだと感じました・・・",1476956416.000103
otaki,"2016/10/20　作業報告
・Caffeのバグ取り
→create_lmdb.pyに問題があるようなのでコードの解析中
→handsonが正常に学習することを確認。しかし原因不明のまま
・Googleから学習用画像収集
→包丁の画像を手動で取得
→chromの拡張機能のImage  Downloaderを試験運用、今のところGoogle画像検索には使えそうにはない→特定の個人のサイト等では使えるかも知れない",1476953379.000102
shimizu,"2016/10/20 作業報告
・スライドの修正
　・相関ルールの説明について
・作業報告報告書の修正
　・図がスライドの変更前のものだったので変更、それに合わせてシステム構成の一部を書き直し",1476944041.000101
tsukiji,"2016/10/19 作業報告
セミナーでの意見を意見一覧に追加
学園祭で必要になるリストをまとめました",1476872353.000100
t.kasai,"2016/10/19 作業報告
・セミナー参加
・意見リストをエクセルファイルに分割",1476871864.000099
shimizu,"2016/10/19 作業報告
・セミナーで指摘された部分のスライド修正
　・スライドの構成の見直し、移動",1476871618.000098
otaki,"2016/10/19　作業報告
・セミナー参加
・セミナーで出てきた修正点と追記点の追加
→提案方式と実験データ取得とフレーム分割に関して追記",1476868818.000097
shimizu,"2016/10/18 作業報告
・スライドの修正
　・クロスチェック箇所の修正と作業箇所の追加です
・ユーザーインターフェースの作成
　・見た目だけ作ってみました。
　・機能の方を単純な形で実装中ですがまだ動くところまで行ってません。
・コメントをまとめたエクセルファイルをOneDriveのスライドと同じところにアップしました。",1476791859.000096
tsukiji,"2016/10/18 作業報告
実験スライドの差し替え
・実験結果の8件をスライドに反映しました。
・実験データのも8件分をスライドに反映しました。
高橋君に指摘してもらった箇所を修正。
具体例の件ですが，実験の内容に寄せたいのでノータッチでいます(ここの修正は明日のセミナーに間に合わないのであしからず)",1476791014.000095
otaki,"2016/10/18  作業報告
・WebUI
→XAMPPで試していたものをサーバで扱えるように
→PHPが扱えなかったため扱えるように
・スライド修正
→クロスチェックしてもらって出た部分の修正
→提案方式や実装、研究背景で足りないと思われた部分の追記
・1321079_otaki_question.xlsx
→今までもらったコメント等をまとめていたものを整理整頓（OnedriveにUPしておきました）",1476780777.000094
takahashim,"2016/10/18　作業報告
大滝くんと築地くんから指摘されたものの修正
大きな修正はまだできていません。主に誤字の修正、詳しく説明などの指摘を受けました。
まだできていないものは
------------
・全体的にサブタイトルがバラバラ
スライド6   ：・それぞれ項目ごとに利点を書き出したほうが見やすいかと思います。

スライド8   ：全体的に矢印が飛び出してたり等あるので直すと良いと思います。

スライド12：・箇条書きが全て同列で並んでいて何がどれの説明なのかわけわかりま
　　　　　せん。
---------------
です。
築地くんから説明されたメッセージ機能についても少し書きましたが、まだ書ききれていないです。
<@U0JAJP7CY> <@U0JAEV08K> 　指摘ありがとうございました。

・スライドの追加
チェックリストの実験について、
-------------
チェックリストはグループの中でマナーについて関心がない人の意識を向上させる目的があるので，研究室内で誰が意識が低い人なのかを検出してみる．
・参加メンバー
研究室のセミナー生・修士に進む研究生
（就職活動がまだ始まっていない人）

・実験方法
チェックリストをやってみて，どのくらいの人ができていなくて，できている人がいるか見る．
出来てない人が誰なのかを見つけてみる．

実験に使うリスト：持ち物準備リスト(スライド14)
----------
企業情報の実験については「企業情報を作ってみて，実際に評価してもらう」しかかけていません。

[先生から指摘された内容について]
スマホから帳票を提出できる利点に関しましては、「スマホから帳票を提出できるため，PCを用いなくても良くなる」と書きました。
スライド番号は全部つけました。

スライドは再アップしておきます。

実験に使うプログラムの作成も進めていきたいと思います。",1476773566.000092
tsukiji,"2016/10/17 作業報告
スライドの実装の部分に実行手順についてのスライドを追加しました。
実験結果のスライドに今回修正した後に出した結果を差し替えました。
実験プログラムの修正
　実験プログラムの重み付けなしの方で各スライドで出現した(単語の出現回数/スライドの枚数)のように計算して頻度が出るように調整を行いました。
実験ユーザの追加
　実験プログラムで重み付けしたユーザをさらに二人追加しました。引き続き増やします。
今後の予定
どのスライドがスコアに大きく影響を与えたかわかるようなスライドのスコアの作成を考えています。
どのように出すかあんまり思い浮かばないのでちょっと考えます。",1476700822.000091
otaki,"2016/10/17　作業報告
・スライドの修正
→提案方式と研究背景の修正
・Web UIの作成
→ブラウザからファイルのアップロードを出来るような物の作成途中",1476692884.000090
tsukiji,"2016/10/14 作業報告
昨日の作業報告書の実装部分に書けていなかった部分の実装手順についてさらに追記しました。
そして，実装の章の初めにシステムの説明を追加しました。これは，卒研スライドの実装のスライドの部分にも反映しました。
これに加え、書いた実装手順に沿った内容の実装の図を卒研スライドと作業報告書に追加しました。
反映したスライドと作業報告書はそれぞれonedriveにアップロードしました。
今後は本実験のアウトプットと卒研の利点に沿った実験になるように調整していきます",1476438676.000089
otaki,"2016/10/14　作業報告
・スライドの修正
→先生に指摘いただいた部分の修正
・Caffe
→学習側のLMDBにエラーが確認されたのでそれの対処",1476431746.000088
shimizu,"2016/10/14 作業報告
・スライドの修正
　・相関ルールの説明に例を追加
・ユーザーインターフェースの作成
　・見た目だけイメージとして作成
・作業報告書の修正
　・システム構成のから方法論を削ってシンプルに変更、図との対応を追加
　・集めた食材リストを一部分だけの抜粋に変更
　・上記で作成したユーザーインターフェースのスクリーンショットを追加
作業報告書をOneDriveにアップロードしておきました",1476425848.000087
otaki,"2016/10/13   作業報告
・Youtubeから調理動画をダウンロードしフレームに分割
→30本ほど
・フレーム分割したものを精査し学習データに追加
・昨日のセミナーで指摘された部分の修正",1476350211.000086
tsukiji,"2016/10/13 作業報告
実装について報告書に論文で用いた実験プログラムについて記述しました
主に実験で必要な物のインストール方法と実行手順です。
実行手順はまだすべて書き終えていないので随時追記します。
書いた報告書はonedriveにアップロードしておきます",1476349950.000085
t.kasai,"2016/10/11 作業報告
・スライドの実装図に意見を反映させて更新",1476190243.000084
shimizu,"2016/10/11 作業報告
・アプリオリを適用するプログラムの作成
5件だけのサンプルデータを試しにかけてみたところ同時に3つ以上のアイテムが出現するルールまで抽出できました。
集めたデータの方は処理をかけられる型に変える方法がまだ考え中なので、できるようになり次第結果を出してみようと思います。",1476189660.000083
otaki,"2016/10/11　作業報告
・昨日確認された学習モデルを利用した結果の偏りに関して調査
→インターネット上ではそのような事例を確認することが出来なかった
　→追加調査する予定
→学習画像が2種類のときに確認されているので3種類にすれば解決するのではないか？
　→3種類目の調理器具を収集",1476183012.000082
takahashim,"<@U0JT2EZDH|takahashim> uploaded a file: <https://kait-takanolab.slack.com/files/takahashim/F2MQHPP5L/pasted_image_at_2016_10_11_06_16_pm.png|Pasted image at 2016-10-11, 6:16 PM>",1476177378.000081
takahashim,"<@U0JT2EZDH|takahashim> uploaded a file: <https://kait-takanolab.slack.com/files/takahashim/F2MQUCA73/pasted_image_at_2016_10_11_06_12_pm.png|Pasted image at 2016-10-11, 6:12 PM> and commented: 20161011作業報告
交通費帳票入力誤り除去機能
画像で送信します

チェックリストのストーリー作成
画像で送信します。

チェック内容の分類
準備編
スーツを準備しているか
:heavy_check_mark:就職活動バックを持っているか
:heavy_check_mark:鞄の中身がすっきりと整理されている
:heavy_check_mark:会社案内（持っていれば）
:heavy_check_mark:メモ帳・筆記用具
:heavy_check_mark:印鑑・学生証
:heavy_check_mark:携帯電話
:heavy_check_mark:ハンカチ・ティッシュ
推奨
:heavy_check_mark:クリアファイル
:heavy_check_mark:ICカード
:heavy_check_mark:折り畳み傘
:heavy_check_mark:モバイルバッテリー
:heavy_check_mark:整髪料

確認編
男
<http://job.mynavi.jp/conts/2017/manner/vol01/pdf/checklist_men.pdf>

女
<http://job.mynavi.jp/conts/2017/manner/vol01/pdf/checklist_women.pdf>",1476177365.000080
matsumoto,"2016/10/10 作業報告
･報告書に使用している図の修正
→音波到達距離や速さなどを加えたイラストを再度作成しましたが，レイアウトが煩雑になってしまったため
ゼミには見せれるような形に修正しておきます．
･android端末時刻情報の制御調査
→端末で時刻を制御する方法の調査を行いました．
現時点では端末側の時刻表示を行う機能しか実装できていないため，違う端末へ時刻情報を発信する機能を可能な限り早く実装を急ぎます．
【参考にしたサイト】
<http://www.adakoda.com/android/000099.html>
<http://seesaawiki.jp/w/moonlight_aska/d/%B8%BD%BA%DF%A4%CE%C6%FC%BB%FE%A4%F2%BC%E8%C6%C0%A4%B9%A4%EB>
<http://y-anz-m.blogspot.jp/2013/05/simpledateformat-androidtextformatdatef.html>
<http://yamato-iphone.blogspot.jp/2011/11/blog-post_17.html>",1476088845.000079
otaki,"2016/10/10  作業報告
・Caffeで学習できないバグの解決
→LMDBを作る前段階、学習画像の名前を一定に統一することで解決
→ex,  0001 (1).jpg 0001 (2).jpg 0001 (3).jpg ......
・学習モデルを利用した画像判定
→実行結果に極端な偏りが見られるため原因の調査中
・作業報告書の編集
→学習モデル作成までの流れ",1476086055.000078
shimizu,"2016/10/10 作業報告
・Rでアプリオリ・アルゴリズムを使用するプログラムの作成
変換後のデータの表示ができるようになっていないため未完成です。
明日には完成させて動かしてみようと思います。",1476082979.000077
tsukiji,"2016/10/07 作業報告
・昨日の提案方式の概要図について手順に合う形で修正しました。
・関連研究として似たようなアプローチをしている研究についていくつかまとめました。
　NDC を用いた人物ディレクトリの開発
　　NDC9の分類記号を人物に付与することで，人物ディレクトリを開発する研究
　web上の同姓同名人物判別のための職業関連情報の抽出
　　同姓同名人物の識別を容易にするために，人物ラベルとして人物属性情報を提示している．
　　本研究では，より精度の高い職業に関する情報(職業関連情報)をwebページ内から抽出する手法を提案する．
　web上の同姓同名人物を分離して人物属性情報を表示するシステム
　　人名を用いた情報検索においては，検索結果を同姓同名人物毎に分類することが課題である.
　　そこで, Web 検索においては, 人名による検索結果を同姓同名人物に自動分離する研究が行われている.
　　本研究は，Web 検索において, 分離された同姓同名人物の
　　選択を容易にするためのユーザインタフェースを実現することを目的とする. 
　　該当人物に関連する属性情報として, 地方，職業， キーワードを表示するシステムを提案する．
・卒論の実装の章で必要になるであろう、プログラムの実装図をスライドに反映しました。 
・実装で必要になる各プログラムの動作説明は順次行っていきます。",1475836555.000076
t.kasai,"2016/10/07 作業報告
・報告書のレビューを鷹野先生にしていただきました
・レビュー結果を次回提出予定の報告書に反映中",1475833928.000075
t.kasai,<@U0JACJLRJ> わかりました,1475801172.000074
takano,<@U0J8PMAQJ>: 昨日、笠井くんのことが打ち合わせ対象から抜けてました。本日お願いします。,1475779625.000073
t.kasai,<@U0JACJLRJ> 体調は回復しました,1475753649.000072
tsukiji,"2016/10/06 作業報告
・重み付けを行うプログラムの完成
先日作成した重み付けなしの結果と比較できるようにスライドなどに結果を反映します。
・手安方式の手順
Step2以降の内容を修正しました。一部抜けていた部分んも追加を行いました。
内容は以下の通りです。
Step-3: ユーザがこれまでに作成したスライド資料に関する他者からの評価に関するデータを抽出する．
Step-4: Step-2で抽出したスライド資料より、専門分野に関連のある単語を抽出する
Step-5:他者からの評価による専門分野に関する単語の重み付け
Step-6:Step-5より重み付けによる値が高い物からユーザの専門知識である特徴として表示する．
・図の修正
こちらはまだ途中です。ステップがどこなのかわかるようにしたら、図全体の見栄えが悪くなったので全体的に修正します
・関連研究しらべ
一つ研究について近いアプローチがあったのでそれをまとめました。
今日の内容からこの研究の主張をキーワードにして再度調査する予定です",1475752218.000071
takano,笠井くんは、回復したのだっけ。,1475750712.000070
otaki,"2016/10/06 作業報告
・料理動画のダウンロードとフレーム分割
→「Craving Explorer」と「Free Video to JPG Converter」を利用して動画のダウンロードとフレーム分割はできました。

・調理動作に関しての関連研究
　・「CookSum：動画レシピ作成支援システム」
　→調理台上方にカメラを設置し2次元マーカーと音声認識を用いて調理過程を　
　撮影し、特徴的なタスクの部分を取り出して「高速動画レシピ」を作成するシス
　テムを提案している。

　・「物体の把持・解放を手がかりとした調理映像からの動作区間検出」
　→調理動画作成者を対象とした、レシピに対象の動作を映像クリップとして付与
　することを目的としたもの。固定幅での動作検出と比較して、調理器具などを把持
　解放するタイミングでの可変幅での調理動作検出を行い有用性を確認している。

　・「調理者の手と容器の位置関係を利用した「かき混ぜる」行動の認識」
　→調理の中でも「かき混ぜる」は重要であるとし、実際の調理を距離センサで観測
　し、得られた距離画像列3本を用いて実験を行った。これらの距離は調理者の手
　の位置と容器の位置との距離である。人間による判定結果とシステムによる判定
　の結果90％の範囲で認識できた。",1475747344.000069
t.kasai,"2016/10/06 作業報告
・WebUI上でプロファイルコマンドを指定できるようにする部分の実装中
・前回提出した作業報告書に対する意見を反映
・実験対象候補の選定
  - まだ実際にプロファイリングを行っていないのであくまで仮ですが、実験対象候補のRubyプロジェクトを7つほど見つけました
  - 候補の一部抜粋： <https://github.com/tryshoppe/shoppe、https://github.com/mkalygin/di-ary、https://github.com/strzibny/invoice_printer>",1475747209.000068
takahashim,"チェックリストのストーリーです。
①チェックする中で項目について学ぶ
②参加した人のチェックの状況が確認できる
③自分の意識を認識する
④チェックした人同士で注意しあえる",1475735026.000067
takahashim,"20161006作業報告
プログラミング
帳票の入力のシステムをすこし変更。
以前は入力が完全に終了した時点でそのとき打った情報をINSERTしていた。
今は
---------------------
入力画面に入った時点で、学籍番号のカラムを作成する。
↓
入力が終了後、学籍番号のカラムに情報を挿入する
--------------
に変更した。

マナーの分類分けに関して、
分類分けはまだしていないですが、参考になるサイトは見つけました。
参考： <http://job.mynavi.jp/conts/2017/manner/vol01/index.html>
<http://xn--1kr69rl7h0yh.com/%E5%B0%B1%E6%B4%BB%E3%83%9E%E3%83%8A%E3%83%BC%E5%AF%BE%E7%AD%96/>

実験スライドについて
「実験目的：先生の訂正回数の減少を確認する」を追加
計算対象は神奈川工科大学からある企業までの交通費(ある企業は実験直前に発表)とした。実験方法の順序は考慮中。

ほかの実験に関しては帳票の提出し忘れの確認メールの効果を確かめる実験を検討中
チェックリストなどに関しての実験は考慮中

作業報告書の作成：
やっていません。

他：細かい修正",1475734965.000065
matsumoto,"2016/10/05作業報告
･セミナー指摘箇所のスライド修正
　データ項目の追加
　アプリケーション制作理由の追加
　デバイス台数の追加
　システム概要を分かりやすくするために処理毎のスライド追加

指摘をもらったコメントなどは反映しましたが、まだレイアウトやなどは改善できそうなので、
ストーリーの分かりやすいスライド構成というのを目指して修正していきます。
あと、金曜日までにはバグ取りを終え、この間のアプリケーションが動かせるようにしておきます。",1475658769.000062
takahashim,"20161005作業報告
セミナーで指摘された実験スライドを調整しました。
　実験目的はこれから書きます。
　実験環境は実験順序のところに書きました。
やることをバラバラに書いてしまっていたので、まとめました。
　チェックリストのストーリーや実験目的を書くことをやっておきます。",1475656986.000059
takahashim,<@U0JT2EZDH|takahashim> uploaded a file: <https://kait-takanolab.slack.com/files/takahashim/F2KGEK6TB/____________________________.xlsx|_やること管理リスト.xlsx>,1475656744.000058
takahashim,<@U0JT2EZDH|takahashim> uploaded a file: <https://kait-takanolab.slack.com/files/takahashim/F2KG91285/_____________________.txt|やることリスト> and commented: 所々被っていますが、このような形になっています。,1475656683.000057
shimizu,"2016/10/05 作業報告
・セミナーで指摘されたスライドの修正
　・アプリオリ、相関ルールの説明
　・処理の一例がどのプログラムの処理なのか追記",1475656407.000056
otaki,"2016/10/05 作業報告
・提案方式で区分けの変更と各区分けに対する補足説明
・前回インストールしたCraving Exploerを利用して幾つかの動画ダウンロード",1475655657.000055
shimizu,"2016/10/04 作業報告
・クロスチェックで指摘された箇所の修正。
・作業報告書の修正。
・Rでアプリオリを使用するために元データをデータフレームにする必要があったので、そのためのプログラムを作成。",1475577453.000054
tsukiji,"2016/10/04 作業報告
閲覧数などを評価による重み付けを行うためのデータを収集するために
スクレイピングする機能をスライド文書を取得するプログラムに追加しました。
重み付けを行うために，取得したユーザの評価データ全てをまとめるプログラムを作成しました。
評価データはもう取れるので，重み付けを行うプログラムを作成します
重み付けを行っていないバージョンは4名ほど作成しました",1475576975.000050
takahashim,"2016/10/04　作業報告
スライドの作成
以前書いた提案システム構成図では、図が多く、矢印も多かったので、大きく下記の3つのシステムに分け、図を作成しました。
・チェックリストとフィードバック
・交通費帳票と企業情報
・誤変換除去機能メッセージ
実験についてのスライド
・交通費帳票システムと従来の方法を比較する実験について記入しました。
比較する内容はかかる時間と、入力のミスの量です。
さらに本システムについての使いやすさ、意見を募集することを予定しています。",1475572152.000049
tsukiji,"2016/10/3 作業報告
プログラムの作成
単語をカウントするプログラムを一括でできるように調整しました。
重み付けなしでの単語を数えた総計データを作成するプログラムを作成しました
このプログラムですが、単語数をスライドの枚数で割って平均化していません
必要ならば、少し手間がかかりますがそのように再調整する予定です。
作成したプログラムはgithubにプッシュしました。
重み付け無しで総計データを作成するプログラムは1321033-tsuki-sotsuken/allcount.phpです",1475495017.000048
t.kasai,"2016/10/03 作業報告
・nodejs 用のプロファイラの調査を開始
　- 現状 <https://github.com/gwicke/nodegrind> を発見（最終更新日が2015/10なので現状メンテナンスされているか不明）
・プロファイル時に実行するコマンドの設定を外部ファイルに切り出したが、自分がコミット権を持っていないプロジェクトでは設定ファイルをリポジトリに含めることができない。このため Web 上でもコマンドが指定することもできるように、WebUI 上に指定するためのフォームを実装中",1475483345.000046
tsukiji,"2016/09/30 作業報告
作業報告書に新しく提案手法の概要図を作成しました
それに加え，現状動くシステム(オープンキャンパス時に作成したもの)の構成図も追加しました
また、提案手法の利点について追加しました
作業報告書はonedriveにアップしました
昨日、打ち合わせした学会の論文で書いてなかった部分について追記しておきました。
その際に論文最後の参考文献に一つ関連研究を追加しました。
こちらもonedriveにアップしておきました",1475232340.000045
otaki,"2016/09/30　作業報告
・スライド14実装方法に関しての追記
・作業報告書の作成と修正
・動画ダウンロードのためにCravingExploerインストール
・動画をフレーム分割するためにFree Video to JPG Converterインストール",1475222354.000044
matsumoto,"2016/09/30作業報告
･報告書の作成･修正
･アプリ側で音量を制御する方法の調査

音量の制御はandroid.media.AudioManagerを使用することによって制御できるみたいなので、
もう少し深く調べてDBの上下するプログラムの作成を行います。
<https://developer.android.com/reference/android/media/AudioManager.html#STREAM_MUSIC>",1475215974.000042
shimizu,"2016/9/30 作業報告
・作業報告
・aprioriによる相関ルール抽出の方法の調査
月曜日までに作業報告書の修正をしておきます
・システム構成の不足個所の追記
・相関ルールの説明、利用へのプロセス
・使用方法の動作順を明記
・収集単語の表の作成",1475215615.000041
tsukiji,"2016/9/29 作業報告
セミナーで指摘されたスライド14の具体例について，15，16枚目のスライドに図を追加してもう少し詳しく表した説明を追加
先生との打ち合わせ
作業報告書に現段階での実験データを更新
作業報告書に、スライドで書いた説明を追加
実行手順は明日メインで行います。",1475145047.000040
otaki,"2016/09/29作業報告
・スライドに提案方式の図を追加
・FlickrAPIを利用した画像収集プログラムの調整
　・ライセンスの変更
　・検索キーワードの変化による収集数の変化
　・毎回集めたものを手動で精査
　・最終的に1516枚中449枚使えそうな画像を収集
→統計情報はスライドに",1475139662.000039
shimizu,前日の作業報告、seminarに書いてました。,1475129164.000038
shimizu,"2016/09/29 作業報告
・aprioriによる相関ルール抽出の方法の調査
　・Rにそれ用の関数があったのでそれを使ってプログラムを作ってみようと考えてます。
　・ライブラリなど必要な環境は揃えたのでこれから作っていきます。
今後の予定
・aprioriを使うためのプログラム作成。
・料理単語集合を処理可能な形式に変換するプログラム作成。",1475129136.000037
tsukiji,"2016/09/28 作業報告
セミナーでの意見、今後の反省点をスライドとワードにまとめ上げました。
細かい内容などは明日の打ち合わせまでに詳細化します。
明日の打ち合わせの為の論文に入れる関連研究の内容をまとめたもの(９つ)を論文内に書きました
一部分はまだなので明日のうち合わせまでに終わらせます",1475065383.000035
otaki,"2016/09/28　作業報告
・関連研究を要点ごとにまとめ
・スライドに実験データ（画像データに関して追記）",1475055856.000034
takahashim,apache止まってしまいました。,1475005598.000033
takahashim,apache回しておきます。,1475005043.000032
takahashim,<https://github.com/kait-takanolab/1321109-takahashi-sotsuken>,1475004977.000030
takahashim,自分がWordの作業報告書に書いたことをGitHubにも書きました。もしよろしければ使ってみてください。,1475004954.000029
shimizu,"2016/09/27 作業報告
・集めた単語リストでレシピ文章からの料理関連単語の判別を行いました。40件分行いました。
・作業報告を書きなおしました。OneDriveにあげてあります。
・スライドを更新しました。OneDriveにあげてあります。スライド14はまだ書いてありません。",1474980635.000028
tsukiji,"2016/09/27 作業報告
・実験データの追加、スライドの種類分けを少し行った．
・実験データの人が投稿しているスライドのURLを先日作ったプログラムで収集してexcelでまとめました
実験データに関しては卒研スライドに入れると見た目が崩れるのでexselで管理します
・スライド14での利点についてもう少し修正しました
この点は明日のセミナーでディスカッションしてブラッシュアップしたいです
【備忘録】
木曜までに論文の2章部分に関連研究とその研究の軽い説明分を挿入する(今までのまとめた資料からとりあえず切り貼りすること)",1474972609.000027
t.kasai,"2016/09/27 作業報告
・スライドを更新
　・「現状の実装」スライドの図を現在の実装状況を反映させたものに更新
・実験対象のプロジェクトを調査中ですが、要件に合致したものはまだ見つかっていません",1474968469.000026
matsumoto,"<@U0JAJ3J8P|matsumoto> uploaded a file: <https://kait-takanolab.slack.com/files/matsumoto/F2FTAQDGV/error.docx|error.docx> and commented: さっきのエラーメッセージです。
見つからない系が多いので微調整で直せると思います。",1474886678.000025
tsukiji,"2016/09/26 作業報告
クロスチェックの反映を行いました。
笠井君の意見からスライド41に代表的なスライドタイトルを追加しました。
高橋君の意見からスライド40に実験目的(まずは何を行いたいのか)を追加しました。
反映したスライドはonedriveにアップロードしました
プログラムの更新
スライドのデータを効率よく収集するために、ユーザ名を入力したらその人が党越しているスライドのURLがすべて出力されるプログラムを作成しました。これはgithubにプッシュしておきました",1474883943.000024
takahashim,OneDriveに作業報告文書を作成しました。動作環境まで書きました。@chanel クロスチェックお願い致します。,1474877399.000022
t.kasai,"2016/09/26 作業報告
・卒研のプログラム内でプロファイリングを実行するためのコマンドを外部コマンドから読み込めるようにしました。設定ファイルを実験対象リポジトリにどの時点で設置するか考えているところです。
・先週お話した「実行するためのコマンドが過去から現在まであまり変わらないもの」「READMEから実行コマンドを抽出しやすいもの」という点を考慮したRubyのプロジェクトを探しています。",1474877139.000021
tsukiji,"2016/09/23 作業報告
昨日までやっていた実験データの一覧をパワーポイントの実験部分に追加しました。
スライド13に複数のリソースから特徴を出す利点について、修正、追加しました
クロスチェックですが、家のオンライン環境が止まっているので、明日ノートpcの充電器を回収するついでにアップロードします",1474622006.000020
t.kasai,"2016/09/23 作業報告
・2016/09/22の報告書のレビューを鷹野先生にしていただきました。次の提出までに議論の内容を作業報告書にまとめておきます
・卒研のソースコード中でプロファイル実行のためのコマンドをべた書きしている部分を設定ファイルに切り出す処理を実装中です",1474621320.000019
tsukiji,"OneDriveに現在実装しているもの(オープンキャンパス時の物)についての報告書をアップロードしました。
セミナーでの複数のリソースから特徴を出す利点について微々ですがスライドの修正を行いました",1474538911.000018
t.kasai,"2016/09/22 作業報告
・スライドのシステム概要図を現在の実装状況に対応した形に更新（更新後のものを作業報告書にも掲載）
・現在までの実験システムの実装状況（システム構成・システムの実装方法・動作環境・インストール方法・使用方法）を作業報告書にまとめてOneDriveにアップロード",1474537199.000017
tsukiji,同じくonedriveに作業報告とセミナーを基にざっくりとした予定を書きました,1474456578.000016
t.kasai,OneDrive の takanolab2016/作業報告文書/2016.9 に作業報告をアップロードしました,1474446000.000015
matsumoto,onedriveに2016/09/21の作業報告をアップロードしました。,1474444789.000014
takahashim,文書には先生からの質問の回答などをしました。,1474444781.000013
takahashim,"2016/09/21　作業報告
セミナー・ゼミに参加しました。
OneDriveの「作業報告文書/2016.9」にアップロードしました。",1474440833.000010
